task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
123	3e/e32a35	1057934	run_stpeter (19)	COMPLETED	0	2022-07-11 08:55:36.239	8.9s	7.5s	101.0%	19.7 MB	28.7 MB	436.3 MB	9 MB
125	ba/55825b	1058798	run_stpeter (21)	COMPLETED	0	2022-07-11 08:55:37.176	8.4s	7s	101.3%	19.7 MB	28.5 MB	404.7 MB	8.8 MB
124	03/23f4cf	1058458	run_stpeter (20)	COMPLETED	0	2022-07-11 08:55:36.760	9.4s	7.6s	99.1%	19.8 MB	28.7 MB	425 MB	8.3 MB
128	66/f08367	1060642	run_proteinprophet (23)	COMPLETED	0	2022-07-11 08:55:38.944	7.4s	5.1s	101.9%	44.5 MB	129 MB	56.1 MB	4.1 MB
129	3a/f5b618	1060732	run_proteinprophet (24)	COMPLETED	0	2022-07-11 08:55:39.042	7.4s	5.4s	101.4%	43.7 MB	129.1 MB	53.9 MB	4.4 MB
132	98/3b35b8	1060216	convert_stpeter (3)	COMPLETED	0	2022-07-11 08:55:38.298	8.5s	6s	143.5%	181.5 MB	6.4 GB	46.7 MB	34.4 MB
133	5f/44f0e7	1061462	run_proteinprophet (26)	COMPLETED	0	2022-07-11 08:55:39.728	7.4s	5.5s	101.8%	44.2 MB	129.1 MB	55.2 MB	4.2 MB
131	36/e05a84	1060924	run_proteinprophet (25)	COMPLETED	0	2022-07-11 08:55:39.136	8.2s	6.1s	102.0%	45.1 MB	129.3 MB	56.4 MB	4.3 MB
136	82/6df8a7	1063510	run_proteinprophet (27)	COMPLETED	0	2022-07-11 08:55:41.476	6.6s	5s	101.8%	43 MB	128.6 MB	53.7 MB	4 MB
134	76/89e252	1062266	convert_stpeter (4)	COMPLETED	0	2022-07-11 08:55:40.441	9.5s	7.7s	127.4%	227.4 MB	6.4 GB	46.9 MB	34.6 MB
137	e8/bb2df9	1063886	convert_stpeter (6)	COMPLETED	0	2022-07-11 08:55:41.946	8.4s	6.5s	122.3%	175.5 MB	6.4 GB	46.2 MB	34 MB
135	22/00b640	1062268	convert_stpeter (5)	COMPLETED	0	2022-07-11 08:55:40.450	10.1s	8.2s	125.0%	197.7 MB	6.4 GB	48.2 MB	35.9 MB
138	fb/28aa18	1063888	convert_stpeter (7)	COMPLETED	0	2022-07-11 08:55:41.950	8.7s	7.2s	123.8%	183.5 MB	6.4 GB	48.2 MB	35.8 MB
139	71/b111fd	1067056	convert_stpeter (8)	COMPLETED	0	2022-07-11 08:55:45.126	9.6s	7.3s	140.0%	183.1 MB	6.4 GB	47.9 MB	35.5 MB
142	ac/7222f5	1067435	convert_stpeter (11)	COMPLETED	0	2022-07-11 08:55:45.538	9.2s	6.6s	132.8%	217.8 MB	6.4 GB	46.1 MB	33.9 MB
126	0f/0a3682	1059429	run_stpeter (22)	COMPLETED	0	2022-07-11 08:55:37.846	17.2s	15.6s	50.5%	19.6 MB	28.7 MB	420.5 MB	8.3 MB
140	57/ea1719	1067057	convert_stpeter (9)	COMPLETED	0	2022-07-11 08:55:45.131	10.1s	7.2s	139.1%	182.9 MB	6.4 GB	46.4 MB	34.2 MB
145	8f/2e4a17	1068162	convert_stpeter (14)	COMPLETED	0	2022-07-11 08:55:46.319	9.1s	6.3s	115.1%	179 MB	6.4 GB	46.7 MB	34.4 MB
141	dd/28a168	1067429	convert_stpeter (10)	COMPLETED	0	2022-07-11 08:55:45.532	10.4s	7.4s	127.7%	174.6 MB	6.4 GB	46.5 MB	34.3 MB
147	0d/e2abff	1068338	convert_stpeter (16)	COMPLETED	0	2022-07-11 08:55:46.457	9.6s	6.5s	124.2%	176 MB	6.4 GB	46.3 MB	34.1 MB
149	2a/ea65cc	1068747	convert_stpeter (18)	COMPLETED	0	2022-07-11 08:55:46.843	10s	6.5s	116.1%	178.4 MB	6.4 GB	47.3 MB	34.9 MB
146	9f/aec0c3	1068168	convert_stpeter (15)	COMPLETED	0	2022-07-11 08:55:46.324	10.6s	7.5s	116.8%	176.7 MB	6.4 GB	47.2 MB	35 MB
144	79/0ad713	1067911	convert_stpeter (13)	COMPLETED	0	2022-07-11 08:55:46.123	11s	7.5s	112.9%	183.4 MB	6.4 GB	47.6 MB	35.3 MB
143	4b/0476a6	1067899	convert_stpeter (12)	COMPLETED	0	2022-07-11 08:55:46.117	11.1s	7.8s	108.5%	224.7 MB	6.4 GB	48.2 MB	35.9 MB
150	be/de3328	1068936	convert_stpeter (19)	COMPLETED	0	2022-07-11 08:55:47.111	10.2s	7.2s	109.7%	183.4 MB	6.4 GB	48.4 MB	35.9 MB
152	d5/85f9f4	1069378	convert_stpeter (21)	COMPLETED	0	2022-07-11 08:55:47.352	10.3s	6.6s	116.7%	173.2 MB	6.4 GB	47 MB	34.8 MB
