task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
88	f1/38dc0c	3123611	run_proteinprophet (6)	COMPLETED	0	2022-07-11 11:52:20.091	5.1s	4.1s	80.0%	43.2 MB	128.8 MB	53.9 MB	4 MB
59	69/f47fe8	3113051	run_peptideprophet (4)	COMPLETED	0	2022-07-11 11:51:56.176	29.9s	28.3s	83.3%	120.8 MB	316.8 MB	531.9 MB	134.5 MB
72	8a/6e8eda	3113109	run_peptideprophet (17)	COMPLETED	0	2022-07-11 11:51:56.227	30.7s	28.9s	84.1%	120.9 MB	262.2 MB	540.6 MB	137.2 MB
56	7b/4d385b	3113323	run_peptideprophet (1)	COMPLETED	0	2022-07-11 11:51:56.622	30.4s	28.6s	84.0%	120.8 MB	262.1 MB	532 MB	134.7 MB
63	93/4f1609	3113457	run_peptideprophet (8)	COMPLETED	0	2022-07-11 11:51:56.818	31s	29.2s	84.7%	120.9 MB	241.4 MB	543.6 MB	138 MB
82	4c/587bad	3113392	run_peptideprophet (27)	COMPLETED	0	2022-07-11 11:51:56.752	31.1s	29.3s	84.9%	120.7 MB	241.4 MB	546.1 MB	138.5 MB
89	bc/9e9f54	3124300	run_proteinprophet (7)	COMPLETED	0	2022-07-11 11:52:24.196	5.5s	4.5s	81.8%	45 MB	129.1 MB	56.8 MB	4.3 MB
90	35/38818a	3125092	run_proteinprophet (8)	COMPLETED	0	2022-07-11 11:52:25.188	5.1s	4.1s	83.0%	43.2 MB	128.9 MB	53.9 MB	4.3 MB
91	ae/736ac0	3125462	run_proteinprophet (9)	COMPLETED	0	2022-07-11 11:52:26.105	5.1s	4.1s	83.6%	43.8 MB	128.7 MB	54.9 MB	4 MB
92	8e/224561	3125873	run_proteinprophet (10)	COMPLETED	0	2022-07-11 11:52:26.981	5.2s	3.8s	82.9%	43.3 MB	128.6 MB	54.2 MB	3.8 MB
93	3a/88ae4a	3125882	run_proteinprophet (11)	COMPLETED	0	2022-07-11 11:52:26.992	5.7s	4.2s	83.1%	43.5 MB	128.9 MB	53.9 MB	4.2 MB
94	96/77e147	3126409	run_proteinprophet (12)	COMPLETED	0	2022-07-11 11:52:27.882	5.3s	3.9s	82.7%	43.5 MB	128.7 MB	54.8 MB	3.9 MB
95	de/aead6a	3126410	run_proteinprophet (13)	COMPLETED	0	2022-07-11 11:52:27.887	5.3s	4.1s	83.2%	43.7 MB	128.7 MB	54.8 MB	4 MB
96	ed/bb5f39	3127541	run_proteinprophet (14)	COMPLETED	0	2022-07-11 11:52:29.741	5.1s	4.1s	83.9%	44.3 MB	129 MB	55.6 MB	4 MB
97	2a/18884f	3127821	run_proteinprophet (15)	COMPLETED	0	2022-07-11 11:52:30.253	5.9s	4.8s	82.8%	43.5 MB	129.1 MB	53.9 MB	4.4 MB
98	ab/520668	3128391	run_proteinprophet (16)	COMPLETED	0	2022-07-11 11:52:31.221	5s	4s	83.7%	44.6 MB	129 MB	56.1 MB	4.1 MB
99	8d/3db430	3128872	run_proteinprophet (17)	COMPLETED	0	2022-07-11 11:52:32.178	5.1s	3.9s	82.8%	44 MB	128.7 MB	55.4 MB	3.9 MB
